set,sort_name,card_number, name,gc02,gc03,gc04,gc05,gc06,gc07,gc08,gc09,gc10,gc11,gc12,dc02,dc03,dc04,dc05,dc06,dc07,dc08,dc09,dc10,dc11,dc12,specialty,s1,s2,s3,s4,s5,s6,prioritys,priorityt,subx,suby,tagx,tagy,oc02,oc03,oc04,oc05,oc06,oc07,oc08,oc09,oc10,oc11,oc12,ro02,ro03,ro04,ro05,ro06,ro07,ro08,ro09,ro10,ro11,ro12,division,promotion,era,year,position,notes,template
Promoter's Dream ‘85,Kendo Nagasaki,PD_45,Kendo Nagasaki,DC,DC,DC,OC,DC,OC,OC,OC,OC/TT,DC,OC,A,B,A,Reverse,B,A,A,B,C,A,B,Martial Arts,8,12 P/A,12,8,7 P/A,7,3,2,2,5,2,4,Chung Do Smash 9,Martial Arts (S),Oriental Sleeper 6,Throat Side Kick 5,Ox-Jaw Smash 7,Thrust Kick 7,Karate Smash 10,Mystic Spin 10,Blatant Choke 6 (xx),Kick Out Of Ring (DQ),Ropes,Pearl Harbor Drop 10 P/A,N/A,N/A,Elbow Smash 6,N/A,Karate Thrust 8,N/A,N/A,Body Block 7,Shoulder Smash 9,Pearl Harbor Drop 12,Heavyweight,NWA,PD,1985,Mid Card,NWA singles wrestler in July 1985. At times was in a tag team with B. Graham.,true
Promoter's Dream ‘85,Baron Von Raschke,PD_46,Baron Von Raschke,DC,DC,DC,OC/TT,OC,OC,DC,OC,OC,DC,DC,B,B,A,A,C,A,A,Reverse,B,A,B,Brain Klaw,10,8*,12,12,9*,9,3,2,2,5,2,5,Western Block 10 P/A,Neck Clamp 10,Knee To Chin 5,Brain Klaw (S),Side Headlock 7,Kick To Midsection 8,Shoulder Klaw 7,Blitzkrieg 10 (xx),Goose Step Smash 8,Poke To Eyes 6,Ropes,N/A,Shoulder Smash 8,N/A,N/A,Brain Klaw (S),Shoulder Smash 7,Knee To Gut 6,N/A,N/A,Brain Klaw (S),Shoulder Smash 6,Veteran,AWA,PD,1985,Mid Card,AWA singles wrestler in July 1985.,true
Promoter's Dream ‘85,Jerry Blackwell,PD_47,Jerry Blackwell,DC,OC,DC,DC,OC,DC,OC,OC,OC/TT,OC,OC,A,A,Reverse,A,A,B,B,C,B,A,B,Big Splash,12,10,10 P/A,10,14,12,2,2,2,5,2,5,Crushing Headlock 10,Inverted Bearhug 10,Sit On Foe 6,Big Splash (S),Power Body Slam 9,Airplane Spin 6,Mountain Body Block 7,Giant Back Breaker 5 (xx),Shoulder To Midsection 8,Aerial Kneedrop 6 P/A,Ropes,Big Splash (S),Big Splash (S),Big Splash (S),Big Splash (S),N/A,Kneedrop Off Ropes 5,N/A,Mountain Bodyblock 8,Shoulder Smash 6,N/A,N/A,Veteran,AWA,PD,1985,Mid Card,AWA singles wrestler in July 1985.,true
Promoter's Dream ‘85,Wahoo McDaniel,PD_48,Wahoo McDaniel,DC,OC,DC,DC,OC,OC,OC,OC/TT,OC,OC,DC,A,C,A,B,A,B,A,B,A,B,Reverse,Tomahawk Chops,12,12 P/A,12,9,9,10,2,2,2,6,9,12,Ropes,Piledriver 12,Tomahawk Chops (S),Slam Head Into Turnbuckle 7,Apache Backbreaker 9,Body Slam 8,Indian Leglock 6,Suplex 5,Inside Back Cradle 6,Wrist Lock Take-down 5 (xx),Tee-Pee Crab 7*,Reverse Sunset 10 P/A,N/A,N/A,Back Drop 6,Tomahawk Chops (S),Spin Under Take-Down 7,Tomahawk Chops (S),N/A,Shoulder Smash 9,Indian Sleeper 5*,N/A,Veteran,Florida,PD,1985,Upper Card,Florida singles wrestler in July 1985. Gets NWA World title shots.,true
Promoter's Dream ‘85,Stan Lane,PD_49,Stan Lane,OC,OC,DC,OC,DC,OC,OC/TT,DC,OC,DC,OC,B,B,A,Reverse,B,A,A,C,A,B,A,Fabulous Spin-Kick,9,10,11 P/A,8 P/A,12,10,2,3,2,5,8,12,Flying Head Scissors 10,Reverse Cradle 9 P/A,Monkey Flip 8 (xx),Fabulous Spin-Kick (S),Right To Jaw 7,Forearm Smashes 8,Spinning Toe Hold 7,Cross-ankle Pickup 6,Hip Roll To Mat 7,Ram Head Into Turnbuckle 8,Ropes,Forearm Smashes 7,Forearm Smashes 7,N/A,N/A,Shoulder Block 6,Fabulous Spin-Kick (S),Right To Jaw 9,Turnbuckle Smash 8,N/A,Sunset Flip 5 P/A,N/A,Cruiserweight,Memphis,PD,1985,Tag Team,AWA & Memphis tag team with S. Keirn in July 1985.,true
Promoter's Dream ‘85,Steve Keirn,PD_50,Steve Keirn,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,DC,OC,B,B,C,Reverse,A,A,A,A,A,B,B,Spin-Kick,8,12,10,10 P/A,10 P/A,11,2,3,2,5,2,5,Sunset Flip 7,Figure-Four Leglock 10*,Step Over Toehold 6,Arm Drag Take-Down 7,Vegas Suplex 6,Two-fisted Arm Slam 8,Flying Dropkicks 9,Leg-Dive Take-down 5,Spin-kick (S),Left To Jaw 9 (xx),Ropes,Forearm Smash 8,N/A,Flying Dropkick 7,N/A,Cross Body Block 10,Spin-Kick (S),Backdrop 6,N/A,Kick To Short Rib 7,N/A,Sunset Flip 7 P/A,Cruiserweight,Memphis,PD,1985,Tag Team,AWA & Memphis tag team with S. Lane in July 1985.,true
Promoter's Dream ‘85,Ricky Morton,PD_51,Ricky Morton,OC,OC,DC,OC,DC,OC/TT,DC,OC,OC,OC,OC,A,A,C,A,B,B,B,A,Reverse,A,B,Rock'N'Roll,12 P/A,10,12,9 P/A,10,11,2,4,2,4,2,6,Figure-Four 8,Side Elbow Drop 7 (xx),Rock’N'Roll (S),Fireman's Carry 7,Elbow Thrust 6,Drop Toe Hold 7,Flying Dropkicks 9,Quick Suplex 6,Arm Drag Take-Down 7,Full Nelson 5,Ropes,N/A,N/A,Rock’N'Roll (S),Flying Dropkicks 9,Cross Body Block 5,Rock’N'Roll (S),Slingshot 8,N/A,Cross Body Block 5,N/A,N/A,Cruiserweight,NWA,PD,1985,Tag Team,Wins the NWA World Tag Team titles in July 1985.,true
Promoter's Dream ‘85,Davey Boy Smith,PD_52,Davey Boy Smith,DC,DC,OC,DC,OC,OC/TT,OC,DC,DC,OC,OC,B,A,A,Reverse,B,A,C,B,B,A,A,British Crab,9 P/A,9,12,8 P/A,12,10,2,4,2,4,2,6,Back Bridge 6,Her Majesty's Smash 10,Leg-dive Takedown 7,Abdominal Stretch 7,Hirizontal Suplex 10,Arm Drag 6,Head Scissors 8,British Crab (S),Head Lock 5,Small Package 7 (xx),Ropes,N/A,N/A,N/A,Shoulder Block 7,Dropkicks 7,Top Rope Leap 10,Dropkicks 9,Cross Body Block 8,Shoulder Smash 7,N/A,N/A,Cruiserweight,WWF,PD,1985,Tag Team,WWF tag team with D. Kid in July 1985.,true
Promoter's Dream ‘85,Robert Gibson,PD_53,Robert Gibson,OC,DC,DC,OC,OC,OC/TT,DC,OC,DC,OC,DC,B,Reverse,B,C,A,A,B,B,A,A,A,Rock'N'Roll,8,9 P/A,10,10 P/A,11,12,2,4,2,4,2,6,Monkey Flip 7,Abdominal Stretch 9,Turnbuckle Smash 9,Rock'N'Roll (S),Cross Ankle Pick-Up 8,Bodyslam 6,Arm Drag Take-Down 6,Scissor Hold 9,Snap Mare 6 (xx),Boston Crab 8,Ropes,N/A,N/A,Knee To Midsection 8,Rock'N'Roll (S),Rock'N'Roll (S),Quick Dropkick 10,Slingshot 7,N/A,Shoulder Smash 5,N/A,N/A,Cruiserweight,NWA,PD,1985,Tag Team,Wins the NWA World Tag Team titles in July 1985.,true
Promoter's Dream ‘85,Missing Link,PD_54,The Missing Link,DC,OC,OC,DC,DC,OC,OC,DC,OC,OC/TT,DC,Reverse,C,B,B,B,B,A,A,A,A,A,Backflying Headbutt,9,10,13 P/A,11,10,11,2,1,2,5,8,12,Ropes,Throw Chair 10,Atomic Knee Drop 8,Cromag Bodyslam 9,Falling Headbutt 6,Kick To Midsection 8 (xx),Choke On Top Rope 9,Bite 6,Backflying Headbutt (S),Throw Through Ropes (DQ),Ram Own Head Into Post 4,N/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Shoulder Block 9,Choke On Bottom Rope 9,Kick To Groin 10,N/A,Backflying Headbutt (S),N/A,N/A,Veteran,WWF,PD,1985,Mid Card,WWF singles wrestler in July 1985.,true
Promoter's Dream ‘85,Dynamite Kid,PD_55,The Dynamite Kid,DC,DC,DC,OC,OC,OC/TT,DC,DC,OC,OC,DC,C,A,A,A,B,B,B,B,A,A,Reverse,Reverse Neckbreaker,10,11 P/A,9,12,13,11,2,4,2,6,2,6,Ropes,Reverse Neckbreaker (S),Frontal Leg-Trip 8,Leg-Dive Take-Down 7,Belly To Belly Suplex 8,Overhead Smash 6,Reverse Arm Lock 7,Forearm Smash 5 (xx),British Crab 6,Abdominal Stretch 8,London Fog Sleeper 9*,N/A,N/A,Throw Out Of Ring (DQ),Back Bodydrop 7,N/A,Turnbuckle Smash 10,Throw Out Of Ring (DQ),Dropkicks 7,N/A,Reverse Cradle 9 P/A,N/A,Cruiserweight,WWF,PD,1985,Tag Team,WWF tag team with DB Smith in July 1985.,true
Promoter's Dream ‘85,Buddy Roberts,PD_56,Buddy Roberts,DC,OC,OC,DC,OC/TT,DC,OC,OC,OC,DC,DC,Reverse,A,A,A,B,B,B,B,C,A,A,Oriental Spike,7 P/A,9,15,8,8,7,2,3,2,5,2,7,Overhead Smash 5,Leg-Dive Take Down 5,Oriental Spike (S),Redneck Stomp 12,Reverse Armbar 8 (xx),Sidewinder Suplex 10,Hammerlock 6,Push Out Of Ring (DQ),Confederate Chop 6,Ropes,Kick Like A Dog 9 P/A,N/A,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),N/A,Boot To Gut 6,N/A,Shoulder Block 10,N/A,Elbow Smash 6,Bodyblock 8,Veteran,AWA,PD,1985,Tag Team,AWA tag team wrestler in July 1985.,true
Promoter's Dream ‘85,George Wells,PD_57,George Wells,OC,OC/TT,OC,OC,OC,OC,DC,DC,DC,DC,OC,B,C,A,B,B,B,B,A,Reverse,B,A,The Gridiron,10,8,15,12,11,7,1,1,2,6,10,12,Ropes,The Gridiron (S),Pigskin Piledriver 9,Forearm Smash 6,Body Slam 6,Wingback Smash 7,Leglock 6,Bearhug 8,Shoulder Tackle 7,Clipping 8 (xx),Face Stomp 5,Shoulder Block 8,N/A,Kick Out Of Ring (DQ),N/A,Cross Body Block 7,Shoulder Block 6,N/A,Cross Body Block 7,N/A,N/A,N/A,Heavyweight,WWF,PD,1985,Lower Card,WWF lower card wrestler in July 1985. Wins some TV matches against R. Goulet and as a tag team with L. Poffo but loses to the M. Link. ,true
Promoter's Dream ‘85,Mr. Fuji,PD_58,Mr. Fuji,OC,OC,DC,OC,DC,DC,OC/TT,DC,OC,OC,OC,A,Reverse,B,C,A,A,B,B,B,B,A,Oriental Chicken Wing,10,12,8,11,10,9,1,3,2,7,2,7,Osakian Nerve Pinch 7*,Bodyslam Onto Turnbuckle 8,Choke With Ring Rope 6,Oriental Chicken Wing (S),Pressure Wrist Lock 8,Judo Chop To Heart 8,Elbow Smash 8 (xx),Kick To Groin 6,Modified Leg Crab 11,Salt In Eyes 5,Ropes,Throw Out Of Ring (DQ),Hiroshima Nerve Pinch 7*,N/A,N/A,Chop To Throat 10,Back Flip 8,N/A,Shoulder Smash 8,Oriental Chicken Wing (S),N/A,Kick To Stomach 6,Veteran,WWF,PD,1985,Lower Card,WWF tag team with M. Muraco in July 1985 that loses most of its matches.,true
Promoter's Dream ‘85,Mike Sharpe,PD_59,Iron Mike Sharpe,OC/TT,OC,DC,DC,DC,DC,DC,DC,OC,OC,OC,C,A,A,A,B,B,B,B,A,A,Reverse,Headlock,9,8,9,10,7,10,1,1,2,10,2,0,Forearm To Face 10 (xx),Bodyslam 10,Headlock (S),Neck Twist 7,Forearm Smash 6,Forearm Smash 8,Full Nelson 5,Elbow Drop 7,Forearm Smash 8,Sleeperhold 9,Ropes,N/A,Shoulderblock 4,Bodyslam 9,N/A,N/A,N/A,N/A,N/A,Shoulder Block 4,N/A,Headlock (S),Heavyweight,WWF,PD,1985,Lower Card,Generic jobber card.,true
Promoter's Dream ‘85,Barry Horowitz,PD_60,Jack Hart,DC,OC/TT,DC,OC,DC,OC,OC,DC,DC,OC,DC,Reverse,A,A,B,B,B,B,A,A,A,C,Leg Drop,10,8,9,8,10,10,1,1,2,7,2,4,Ropes,Choke 9 (xx),Turnbuckle Smash 6,Full Nelson 6,Snap Mare 7,Headlock 6,Bearhug 8,Kick To Midsection 5,Side Headlock 8,Leg Drop (S),Eye Rake 9,Shouler Block 5,N/A,Kick To Chest 4,N/A,N/A,N/A,N/A,N/A,Forearm Block 5,N/A,Shoulder Block 5,Cruiserweight,Florida,PD,1985,Lower Card,Florida singles wrestler as J. Hart in July 1985. He beats jobbers but loses to more established wrestlers. He wins the Florida Heavyweight title in a tournament later in the month.,true
SuperSet '86,Stan Hansen,86_B01,Stan Hansen,DC,DC,DC,OC/TT,DC,OC,OC,OC,OC,OC,OC,B,B,A,Reverse,A,A,C,A,A,B,B,Brazos Backbreaker,9*,12,10,9*,11,10*,5,2,2,3,9,12,Rake With Boot 9,El Paso Piledriver 8 P/A,Kick To Teeth 6,Ringpost Wallop 8,Brazos Backbreaker (S),Elbow Smash 7 (xx),Lone Star Slam 7,Stomp Thru Ropes (DQ),Chair Smash 6,Rodeo Neck Smash 8 P/A,Ropes,N/A,Shoulder Smash 5,N/A,N/A,Borger Lariat 10 P/A,Borger Lariat 10 P/A,Borger Lariat 10 P/A,N/A,Borger Lariat 7,Kick Out Of Ring (DQ),N/A,Super Heavyweight,AWA,PD,1986,World Champion,"AWA World Heavyweight Champion until June 29, 1986.",true
SuperSet '86,Nikita Koloff,86_B02,Nikita Koloff,DC,DC,DC,OC,OC/TT,OC,OC,OC,DC,DC,DC,B,A,A,Reverse,A,B,A,C,A,A,B,Hammer And Sickle,11*,12,13 P/A,14,10,10*,5,2,2,3,2,6,Ropes,Kiev Meltdown 10 P/A,Ram Into Ringpost 8,Choke With Boot 7,Continuous Forearms 9,Turnbuckle Smash 8 (xx),Soviet Slam 6,Eye Rake 7,Hammer And Sickle (S),Kneedrop Off Rope 6 P/A,Russian Backbreaker 9*,Kneedrop Off Rope 10 P/A,N/A,Kick To Stomach 5,N/A,Bodyblock 7,Shoulder Slam 6,Bodydrop 8,N/A,Elbow Smash 9,N/A,N/A,Heavyweight,NWA,PD,1986,Mid Card,NWA singles wrestler in June 1986.,true
SuperSet '86,Lex Luger,86_B03,Lex Luger,OC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,OC,B,B,C,A,A,A,A,B,Reverse,B,A,Far East Backbreaker,10,10 P/A,10 P/A,10 P/A,12,8,5,2,2,4,2,5,Trainer Interference 7,Chokehold 6,Far East Backbreaker (S),Shoulder Breaker 7,Wild Haymaker 9 (xx),Face Yanker 8,Chicago Bearhug 8,Side Headlock 7,Knee Backbreaker 7,Lex Plex 6 P/A,Ropes,Kryptonite Smash 10,N/A,Bodyblock 8,N/A,Back Flip 7,N/A,Chicago Bearhug 7*,N/A,Bodyblock 8,N/A,Throw Into Crowd (DQ),Heavyweight,Florida,PD,1986,Upper Card,Florida Southern Heavyweight Champion in June 1986.,true
SuperSet '86,Rick Rude,86_B04,Rick Rude,DC,DC,DC,OC/TT,OC,OC,OC,DC,DC,DC,DC,B,A,Reverse,A,A,A,A,C,B,B,B,Ravishing Head Ram,13,9 P/A,11 P/A,11,10 P/A,12,5,2,2,5,2,5,Ropes,Reverse Chinlock 8,Ravishing Head Ram (S),Flying Dropkick 6 (xx),Arm Drag Take-Down 7,Chest Lunge 9,Hip Roll 7,Turnbuckle Smash 8,Test Of Strength 11,Step Over Leglock 11*,Sunset Flip 12,Kick Into Crowd (DQ),N/A,N/A,N/A,Flying Dropkick 8 P/A,Flying Dropkick 8,Shoulder Smash 7,Cross Bodyblock 6 P/A,Midsection Kick 5,N/A,N/A,Young Star,World Class,PD,1986,Upper Card,Former World Class Heavyweight and TV champion in June 1986.,true
SuperSet '86,Bruiser Brody,86_B05,Bruiser Brody,DC,DC,OC,OC,OC/TT,OC,DC,OC,DC,DC,OC,B,A,Reverse,A,B,B,A,C,A,B,A,Mauling Knee Smash,9,12 P/A,17,12 P/A,10,10 P/A,5,3,2,4,9,12,Ropes,Blatant Choke 9,Maniac Face Attack 10,Eye Gouge 8,Mauling Knee Smash (S),Throw Into Crowd (DQ),Bruising Slam 5 (xx),Foot To Teeth 9,Face Ripper 7,Attack With Chair 10 P/A,Howl At Moon 4,N/A,Tie Onto Ropes 11,N/A,Throw Out Of Ring (DQ),Kick Out Of Ring (DQ),Smash Out Of Ring (DQ),N/A,N/A,N/A,Body Smash 5,Knee To Gut 10 P/A,Super Heavyweight,AWA,PD,1986,Tag Team,World Class six man tag team wrestler in June 1986.,true
SuperSet '86,Nord the Barbarian,86_B06,Nord the Barbarian,DC,DC,OC,DC,DC,OC,OC,OC,OC/TT,OC,DC,A,C,B,A,A,B,B,A,A,B,Reverse,Barbaric Slam,11,13 P/A,12,14 P/A,6,9,4,2,2,4,2,6,Ropes,Throw Over Rope (DQ),Relentless Backbreaker 9*,Continuous Forearms 5,Stomp On Chest 7,Smash Into Ringmat 8,Ram Into Ring Post 7 (xx),Barbaric Slam (S),Pummel Opponent 12,Primitive Piledriver 13,Stand On Throat 9,Bodyslam 7,Backdrop Bodydrop 8,N/A,N/A,Throw Thru Ropes (DQ),Bodyblock 5,Kick To Chest 6,N/A,Barbaric Slam (S),N/A,N/A,Young Star,AWA,PD,1986,Upper Card,AWA singles wrestler in June 1986.,true
SuperSet '86,Jake Roberts,86_B07,Jake Roberts,OC,OC,DC,DC,DC,OC,OC,OC,OC/TT,OC,OC,B,B,A,B,A,A,A,C,A,Reverse,B,DDD,11,11 P/A,10,9 P/A,10,10,4,1,2,4,2,5,Ropes,Drag Out Of Ring (DQ),Reptilian Chokehold 9,DDD (S),Slam Into Turnbuckle 6,Front Facelock 7,Twisted Leglock 7,Headlock 8,Forearm Smash 8 (xx),Snake Suplex 10 P/A,Boa Hug 10,N/A,Shoulder Smash 6,N/A,N/A,Bodyblock 5,Kick Thru Ropes (DQ),Bodyblock 7,N/A,N/A,Boa Hug 7*,Boa Hug 7*,Heavyweight,WWF,PD,1986,Upper Card,WWF singles wrestler in June 1986.,true
SuperSet '86,Scott Hall,86_B08,Scott Hall,OC,OC,OC,DC,OC,OC/TT,OC,DC,DC,DC,OC,B,A,Reverse,B,B,A,A,C,B,A,A,Big Man Slam,10 P/A,11,10,16,12,13 P/A,4,4,2,4,2,7,Throw Thru Ropes (DQ),Skyscraper Suplex 10,Big Man Slam (S),Elbow Smash 7,Snap Mare 6,Overhead Smash 9,Front Facelock 8,Backdrop 7,Turnbuckle Smash 7 (xx),Grizzly Bearhug 10,Ropes,N/A,Big Man Slam (S),Big Man Slam (S),Shoulder Smash 8,N/A,N/A,Shoulder Smash 8,N/A,Cross Body Block 9,N/A,Shoulder Smash 8,Young Star,AWA,PD,1986,Tag Team,Former AWA World Tag Team champion in June 1986.,true
SuperSet '86,Hercules Hernandez,86_B09,Hercules Hernandez,DC,OC,OC,OC,DC,OC,DC,OC,OC/TT,OC,OC,B,A,Reverse,B,B,A,A,C,A,A,B,Athenian Backbreaker,8*,10,10*,10,12,11,4,2,2,4,2,5,Ropes,Brutal Face Stomp 12,Side Headlock 5,Rub Face In Mat 6 (xx),Snap Mare 5,Power Slam 8,Overhead Smash 9,Athenian Backbreaker (S),Eye Gouge 6,Kick Out Of Ring (DQ),Argos Suplex 9 P/A,Bodyblock 6,N/A,N/A,Argos Suplex 10 P/A,Argos Suplex 8,Shoulder Smash 7,N/A,N/A,Kick Out Ring (DQ),N/A,Bodyblock 5,Heavyweight,WWF,PD,1986,Mid Card,WWF singles wrestler in June 1986.,true
SuperSet '86,Harley Race,86_B10,Harley Race,DC,OC,OC/TT,DC,OC,OC,OC,DC,DC,OC,OC,A,B,B,C,B,A,A,A,Reverse,B,A,Piledriver,8,11,12,13,10 P/A,10 P/A,4,2,2,3,2,4,Ropes,Smash With Chair 7,Abdominal Stretch 6*,Diving Headbutt 7,Front Facelock 8,Wild Forearms 8,Snap Mare 7,Piledriver (S),Sidewinder Suplex 10 (xx),Figure Four Leglock 9,Throw Thru Ropes (DQ),N/A,Throw Thru Ropes (DQ),Bodydrop 5,N/A,Elbow Smash 8,N/A,N/A,Bodyblock 7,Shoulder Block 9,Slingshot 10,N/A,Veteran,Misc,PD,1986,Mid Card,WWF singles wrestler in June 1986.,true
SuperSet '86,Kevin Sullivan,86_B11,Kevin Sullivan,DC,DC,OC,DC,OC,OC,OC/TT,OC,DC,DC,DC,A,A,B,Reverse,B,B,A,A,B,C,A,Satan Slam,11,13,12,9 P/A,11,10 P/A,4,1,2,5,7,12,Ropes,Arm Drag 5,Kneedrop 6 P/A,Beelzebub Backbreaker 7,Turnbuckle Smash 6,Foot To Face 10 (xx),Forearm Smashes 8,Suplex 9,Satan Slam (S),Kick Out Of Ring (DQ),Full Nelson 8,N/A,Lucifer Lunge 9 P/A,Lucifer Lunge 8 P/A,N/A,N/A,Satan Slam (S),Satan Slam (S),N/A,Chokehold 6,N/A,Back Body Drop 5,Heavyweight,Florida,PD,1986,Mid Card,Continental singles wrestler in June 1986.,true
SuperSet '86,Jimmy Garvin,86_B12,Jimmy Garvin,OC,OC,OC,OC,OC/TT,DC,DC,OC,OC,OC,OC,A,A,C,B,B,A,A,B,Reverse,A,B,Precious Piledriver,9,10 P/A,13,11,10 P/A,13,3,3,2,5,2,6,Showboat Suplex 10,Bearhug 8*,Illegal Trunk Pull 6,Precious Piledriver (S),Turnbuckle Ram 7,Flashy Fistdrop 8,Forearm Slug 6 (xx),Headbutt 5,Power Slam 8,Kick Out Of Ring (DQ),Ropes,Toss Through Ropes (DQ),N/A,N/A,Shoulder Smash 7,N/A,Shoulder Smash 7,Toss Through Ropes (DQ),N/A,Precious Piledriver (S),N/A,Bodyblock 8,Heavyweight,NWA,PD,1986,Mid Card,NWA singles wrestler in June 1986.,true
SuperSet '86,Bill Irwin,86_B13,Bill Irwin,DC,OC,DC,DC,OC/TT,OC,DC,OC,OC,OC,OC,A,B,A,B,Reverse,B,A,B,A,C,A,Bronco Kick,12,10,12 P/A,10,10 P/A,14,3,3,2,5,2,7,Use Illegal Boot 8 P/A,Leg Drop 7,Knoggin Stomp 10 (xx),Flying Knee Smash 7,Pecos Body Slam 8,Powerslam 7,Hip Toss 6,Scissor Kick 9,Bronco Kick (S),Heave Into Crowd (DQ),Ropes,N/A,Lariat 9 P/A,Cross Body Block 7 P/A,N/A,Ropes Suplex 8,N/A,N/A,Lariat 10,N/A,Ropes Suplex 8 P/A,Cross Bodyblock 7,Heavyweight,AWA,PD,1986,Tag Team,Montreal brother tag team in June 1986.,true
SuperSet '86,Scott Irwin,86_B14,Scott Irwin,OC,OC,OC,OC,DC,OC,OC/TT,DC,DC,OC,DC,A,B,A,B,C,B,A,B,A,Reverse,A,Bronco Kick,14,10 P/A,10,12 P/A,10,12,3,3,2,5,2,7,Ropes,Scissor Kick 5,Bronco Kick (S),Lariat 9,Snap Mare 6,Face Smash 7,Bodyslam 8,Boot Choke 9,Cattle Leg Drop 10 (xx),Fling Out Of Ring (DQ),Use Illegal Boot 8 P/A,Shoulder Smash 9,N/A,N/A,Shoulder Smash 7,N/A,Throw Into Crowd (DQ),Kick To Mid Section 8,N/A,Ropes Suplex 9 P/A,N/A,Lariat 10 P/A,Heavyweight,AWA,PD,1986,Tag Team,Montreal brother tag team in June 1986.,true
SuperSet '86,Cpl. Kirschner,86_B15,Cpl. Kirschner,OC,OC,OC,OC,DC,DC,OC,OC,OC/TT,DC,OC,B,A,B,Reverse,B,A,A,C,A,B,A,Parachute Drop,11,10,9 P/A,11,10 P/A,9,3,2,2,5,2,5,Ropes,Standing Armbar 6,Parachute Drop (S),Side Headlock 7 (xx),Elbow Smash 8,Bayonet Toss 8,Back Bodyslam 7,Flying Bodydrop 8,Front Facelock 7,Throw Out Of Ring (DQ),Ft. Bragg Sleeper 9*,Throw Out Of The Ring (DQ),N/A,Shoulder Block 8,N/A,Flying Bodydrop 9,Elbow Smash 7,N/A,Parachute Drop (S),N/A,Ft. Bragg Sleeper 9*,N/A,Heavyweight,WWF,PD,1986,Mid Card,WWF singles wrestler in June 1986.,true
SuperSet '86,Adrian Adonis,86_B16,Adrian Adonis,OC,DC,OC,OC,DC,OC,OC/TT,DC,OC,DC,OC,A,B,A,A,B,B,B,A,C,Reverse,A,Pink Piledriver,11 P/A,10,15,12 P/A,12,12,3,3,2,6,2,6,Ropes,Throw Out Of Ring (DQ),Dainty Bodyslam 10,Smash With Chair 9,Kick To Groin 6,Elbow To Throat 8,Eye Gouge 8,Blatant Chokehold 7 (xx),Fairy Backbreaker 9,Pink Piledriver (S),Goodnight Irene 10*,N/A,Kick To Groin 10 P/A,N/A,Elbow To Throat 7,N/A,N/A,Back Bodydrop 6,Shoulder Smash 6,N/A,Shoulder Smash 8,Goodnight Irene 10*,Heavyweight,WWF,PD,1986,Upper Card,WWF singles wrestler in June 1986.,true
SuperSet '86,Col. DeBeers,86_B17,Col. DeBeers,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,DC,DC,B,A,Reverse,B,A,B,A,B,C,A,A,Apartheid Crab,8 P/A,9,10*,11,12,13,3,1,2,7,2,7,Ropes,African Clamp 6,Face Grind 8 (xx),Double Wristlock 7,Hip Toss 6,Knee To Face 7,Slug To Face 8,Mercenary Stomp 10,Apartheid Crab (S),Turnbuckle Ram 9,Bodyslam 10 P/A,Apartheid Crab (S),N/A,Knee To Face 8,Knee To Face 7,N/A,Mercenary Stomp 10,N/A,N/A,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),Veteran,AWA,PD,1986,Upper Card,AWA singles wrestler in June 1986.,true
SuperSet '86,Dennis Condrey,86_B18,Dennis Condrey,OC,OC,DC,DC,OC,OC/TT,OC,DC,DC,OC,OC,A,A,A,Reverse,B,A,B,B,A,C,B,Clothesline,8 P/A,10,12,12,10,8 P/A,3,4,2,5,2,7,Ropes,Elbow Smash 7,Leg Dive Take-Down 9,Front Facelock 6,Back Bodydrop 8,Arm Bar 7,Knee Lift 8,Side Chinlock 9,Clothesline (S),Bodyslam 7 (xx),Suplex 9 P/A,Clothesline (S),N/A,Bodyblock 8,Bodyblcok 8,N/A,Hip Toss 7,Clothesline (S),N/A,Clothesline (S),N/A,N/A,Heavyweight,NWA,PD,1986,Tag Team,NWA World Tag Team champion in June 1986.,true
SuperSet '86,Bobby Eaton,86_B19,Bobby Eaton,OC,DC,OC,DC,OC,OC/TT,OC,DC,DC,OC,OC,B,A,Reverse,C,A,A,B,A,A,B,B,Flying Legdrop,11,12 P/A,12,11,11 P/A,10,3,4,2,5,2,7,Abdominal Stretch 8*,Spin Under Take-Down 7 (xx),Flying Bodypress 10,Kneedrop 5,Leg Cradle 9,Fistdrop 7,Full Nelson 6,Double Forearm Smash 9,Head Scissors 7,Flying Legdrop (S),Ropes,N/A,N/A,Knee To Gut 7,Flying Legdrop (S),Flying Legdrop (S),Flying Legdrop (S),Monkey Flip 5,Sunset Flip 10,N/A,N/A,N/A,Heavyweight,NWA,PD,1986,Tag Team,NWA World Tag Team champion in June 1986.,true
